longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-121.89,37.3,47.0,2355.0,426.0,961.0,428.0,5.3955,0.5646
-121.89,37.3,46.0,2639.0,448.0,938.0,424.0,5.0662,0.6632
-121.89,37.29,38.0,1568.0,351.0,710.0,339.0,2.7042,0.5732
-121.9,37.29,26.0,1797.0,244.0,626.0,244.0,7.8575,0.8492
-121.9,37.29,36.0,1389.0,225.0,623.0,223.0,6.6331,0.5666
-121.92,37.29,34.0,943.0,135.0,378.0,139.0,5.1765,0.6892
-121.91,37.29,36.0,945.0,149.0,371.0,158.0,5.6266,0.641
-121.92,37.29,35.0,2189.0,307.0,800.0,320.0,7.6659,0.8538
-121.91,37.29,18.0,3597.0,664.0,1321.0,593.0,5.3077,0.7028
-121.93,37.29,36.0,2241.0,437.0,989.0,442.0,3.9625,0.5764
-121.92,37.29,32.0,1260.0,199.0,560.0,207.0,6.5858,0.6934
-121.93,37.28,34.0,2422.0,370.0,1010.0,395.0,5.6494,0.7524
-121.93,37.28,10.0,3163.0,832.0,1537.0,797.0,4.1674,0.428
-121.94,37.28,18.0,4356.0,1334.0,1968.0,1245.0,3.6294,0.48
-121.94,37.28,27.0,2859.0,464.0,1144.0,430.0,5.0822,0.655
-121.93,37.27,30.0,2862.0,544.0,1387.0,542.0,5.1104,0.5562
-121.94,37.27,23.0,1932.0,552.0,997.0,482.0,3.662,0.4238
-121.94,37.27,39.0,1030.0,191.0,537.0,175.0,3.9265,0.4738
-121.94,37.26,43.0,2104.0,388.0,1137.0,403.0,4.9236,0.476
-121.94,37.26,21.0,3843.0,716.0,1850.0,705.0,4.6758,0.5284
-121.95,37.26,10.0,3611.0,803.0,1599.0,716.0,5.2,0.4974
-121.95,37.26,34.0,1482.0,255.0,584.0,246.0,5.5121,0.5294
-121.94,37.25,16.0,3942.0,749.0,1894.0,737.0,5.2894,0.6656
-121.93,37.26,39.0,1103.0,175.0,446.0,163.0,2.8125,0.5826
-121.92,37.26,33.0,1306.0,259.0,762.0,237.0,4.5208,0.4614
-121.92,37.25,36.0,3874.0,656.0,1826.0,639.0,4.9662,0.517
-121.91,37.25,31.0,1944.0,343.0,975.0,334.0,4.9205,0.481
-121.92,37.28,27.0,3028.0,486.0,1284.0,498.0,4.5833,0.6176
-121.92,37.27,33.0,3280.0,569.0,1583.0,559.0,4.5625,0.507
-121.93,37.27,35.0,1855.0,345.0,985.0,329.0,6.0196,0.5102
-121.93,37.27,28.0,3428.0,753.0,1753.0,729.0,4.1033,0.562
-121.92,37.28,26.0,6201.0,783.0,2381.0,819.0,7.9819,0.794
-121.92,37.27,29.0,5536.0,862.0,2651.0,881.0,5.6358,0.5642
-121.91,37.27,30.0,4412.0,862.0,2168.0,772.0,5.0062,0.464
-121.91,37.28,29.0,5650.0,817.0,2098.0,813.0,6.4285,0.6746
-121.9,37.28,26.0,3756.0,553.0,1408.0,535.0,5.6427,0.64
-121.9,37.27,33.0,3410.0,583.0,1739.0,588.0,5.0714,0.5112
-121.9,37.25,28.0,2714.0,502.0,1389.0,490.0,5.7385,0.4808
-121.9,37.25,20.0,5483.0,1079.0,2892.0,1057.0,4.6845,0.5
-121.9,37.27,28.0,4538.0,685.0,1996.0,667.0,5.4609,0.5272
-121.9,37.26,20.0,4447.0,661.0,2062.0,660.0,6.8088,0.5666
-121.91,37.26,25.0,4258.0,719.0,2290.0,743.0,5.1461,0.5344
-121.91,37.26,32.0,3776.0,620.0,1790.0,612.0,5.4675,0.5222
-121.91,37.26,32.0,3983.0,876.0,1989.0,794.0,3.5625,0.5104
-121.89,37.25,23.0,2705.0,449.0,1180.0,442.0,6.0791,0.633
-121.89,37.26,26.0,1864.0,331.0,956.0,325.0,5.5,0.4634
-121.88,37.26,25.0,3025.0,689.0,1755.0,661.0,3.8893,0.4372
-121.88,37.26,13.0,1893.0,487.0,1018.0,464.0,3.8047,0.4094
-121.88,37.26,13.0,1676.0,471.0,710.0,406.0,3.8936,0.4518
-121.88,37.25,24.0,968.0,240.0,631.0,250.0,2.8636,0.4806
-121.89,37.25,21.0,2080.0,352.0,1040.0,325.0,5.2887,0.529
-121.89,37.25,26.0,1741.0,323.0,1007.0,339.0,4.7069,0.4696
-121.89,37.29,36.0,2959.0,529.0,1125.0,520.0,4.2614,0.5376
-121.89,37.28,35.0,2418.0,375.0,988.0,374.0,6.0936,0.7308
-121.9,37.28,34.0,4613.0,749.0,2050.0,725.0,5.3922,0.6058
-121.88,37.28,33.0,2951.0,529.0,1288.0,521.0,4.1554,0.6262
-121.89,37.28,32.0,4308.0,717.0,2002.0,695.0,4.1645,0.5638
-121.88,37.27,27.0,2019.0,335.0,1020.0,351.0,5.8178,0.5348
-121.88,37.27,24.0,4567.0,688.0,2102.0,695.0,5.6895,0.578
-121.89,37.26,25.0,3319.0,531.0,1560.0,502.0,5.8479,0.5266
-121.89,37.27,28.0,1481.0,256.0,688.0,221.0,5.2088,0.4818
-121.87,37.32,39.0,1839.0,471.0,1528.0,456.0,2.6818,0.3698
-121.87,37.32,36.0,1471.0,360.0,1182.0,326.0,2.7031,0.3516
-121.88,37.32,38.0,1787.0,508.0,2113.0,530.0,2.6386,0.3552
-121.88,37.32,45.0,2213.0,564.0,1920.0,514.0,3.2806,0.3284
-121.86,37.31,24.0,1939.0,652.0,1808.0,625.0,2.2259,0.225
-121.87,37.3,28.0,859.0,199.0,455.0,211.0,2.3293,0.4318
-121.87,37.31,6.0,3797.0,984.0,2437.0,904.0,3.6802,0.3048
-121.87,37.3,14.0,360.0,124.0,134.0,84.0,2.7411,0.225
-121.88,37.3,16.0,2692.0,749.0,1674.0,681.0,2.6763,0.3822
-121.86,37.32,13.0,2519.0,581.0,2094.0,530.0,4.3621,0.3468
-121.85,37.33,19.0,2228.0,559.0,2845.0,551.0,2.6,0.3456
-121.84,37.32,14.0,5762.0,1538.0,3979.0,1389.0,3.6953,0.3852
-121.85,37.33,16.0,2987.0,874.0,4241.0,841.0,2.8024,0.2558
-121.85,37.33,19.0,735.0,158.0,597.0,134.0,4.5208,0.3762
-121.84,37.32,22.0,3015.0,581.0,2491.0,530.0,4.3419,0.3526
-121.84,37.32,16.0,1866.0,364.0,1835.0,412.0,5.3363,0.4256
-121.87,37.29,18.0,1892.0,568.0,974.0,553.0,2.3715,0.456
-121.87,37.28,21.0,3305.0,749.0,2459.0,701.0,3.9688,0.4992
-121.86,37.29,14.0,6160.0,1222.0,2472.0,1204.0,4.1444,0.3568
-121.85,37.28,17.0,4208.0,954.0,1476.0,904.0,2.3971,0.175
-121.83,37.3,16.0,5684.0,1386.0,4203.0,1318.0,3.1964,0.3716
-121.85,37.3,19.0,6275.0,1546.0,4312.0,1466.0,2.7768,0.3572
-121.84,37.29,24.0,3403.0,656.0,2829.0,612.0,4.775,0.3838
-121.84,37.29,4.0,2937.0,648.0,1780.0,665.0,4.3851,0.3208
-121.84,37.28,18.0,2749.0,633.0,1779.0,561.0,3.925,0.3322
-121.83,37.31,19.0,11181.0,1895.0,7817.0,1853.0,5.6058,0.4654
-121.83,37.3,17.0,1299.0,211.0,825.0,217.0,4.5,0.4716
-121.81,37.29,15.0,5957.0,1037.0,3838.0,997.0,6.2907,0.5062
-121.81,37.28,17.0,2277.0,428.0,1887.0,422.0,5.7078,0.434
-121.82,37.28,33.0,2873.0,489.0,1946.0,475.0,5.0709,0.3528
-121.83,37.29,10.0,1828.0,453.0,1356.0,409.0,4.5943,0.247
-121.83,37.29,20.0,1649.0,408.0,1729.0,362.0,3.3833,0.2304
-121.83,37.28,33.0,1115.0,250.0,1168.0,261.0,3.9009,0.3572
-121.83,37.28,19.0,2644.0,833.0,2317.0,780.0,3.1042,0.3662
-121.82,37.28,31.0,1340.0,235.0,1336.0,270.0,4.2361,0.359
-121.83,37.29,20.0,2308.0,461.0,2223.0,456.0,4.2589,0.382
-121.82,37.29,16.0,2085.0,394.0,1705.0,391.0,5.0225,0.4456
-121.83,37.32,17.0,1887.0,664.0,1906.0,597.0,2.5652,0.3306
-121.82,37.31,22.0,2044.0,402.0,1925.0,429.0,3.7102,0.355
-121.82,37.31,15.0,1504.0,294.0,1267.0,291.0,5.5145,0.4388
-121.81,37.31,14.0,2731.0,578.0,1109.0,551.0,3.1382,0.2794
-121.81,37.31,15.0,1898.0,395.0,1527.0,381.0,4.4792,0.425
-121.81,37.32,26.0,2528.0,511.0,2677.0,512.0,4.1165,0.3298
-121.82,37.32,10.0,2506.0,623.0,2634.0,622.0,3.135,0.4628
-121.82,37.33,23.0,3279.0,647.0,2582.0,630.0,4.3782,0.3516
-121.83,37.32,26.0,1125.0,210.0,943.0,214.0,4.825,0.362
-121.81,37.33,4.0,5532.0,778.0,3651.0,770.0,7.2982,0.686
-121.8,37.34,25.0,1642.0,297.0,1146.0,279.0,5.2088,0.4628
-121.8,37.34,20.0,2686.0,414.0,1507.0,405.0,5.8068,0.5278
-121.79,37.34,20.0,2018.0,328.0,1196.0,323.0,4.9318,0.5248
-121.8,37.35,15.0,2781.0,498.0,1389.0,475.0,5.614,0.4466
-121.78,37.34,21.0,1959.0,292.0,891.0,300.0,7.375,0.6768
-121.75,37.35,18.0,1947.0,250.0,605.0,184.0,8.1871,1.000002
-121.77,37.33,8.0,3088.0,474.0,1799.0,456.0,7.2707,0.7106
-121.77,37.33,9.0,3160.0,468.0,1675.0,470.0,7.5443,0.6968
-121.78,37.34,11.0,3195.0,410.0,1774.0,418.0,7.0671,0.7564
-121.79,37.33,13.0,2978.0,505.0,1794.0,485.0,6.6813,0.5556
-121.79,37.33,18.0,3611.0,614.0,2381.0,642.0,5.6345,0.462
-121.79,37.33,10.0,3283.0,550.0,2491.0,522.0,6.6633,0.5674
-121.78,37.33,10.0,2829.0,394.0,1510.0,386.0,6.68,0.719
-121.8,37.32,20.0,2473.0,476.0,2228.0,501.0,5.6817,0.4484
-121.8,37.32,23.0,1829.0,346.0,1277.0,324.0,4.8092,0.4348
-121.8,37.32,14.0,4412.0,924.0,2698.0,891.0,4.7027,0.4552
-121.79,37.32,6.0,2850.0,561.0,2160.0,581.0,5.5336,0.4838
-121.79,37.32,20.0,3034.0,451.0,1669.0,430.0,6.2742,0.4826
-121.76,37.33,5.0,4153.0,719.0,2435.0,697.0,5.6306,0.5724
-121.81,37.3,14.0,1870.0,348.0,1214.0,347.0,4.9769,0.373
-121.81,37.31,15.0,1794.0,366.0,1533.0,371.0,5.7843,0.4198
-121.8,37.31,15.0,1807.0,378.0,1277.0,341.0,4.5045,0.329
-121.8,37.3,16.0,906.0,149.0,605.0,148.0,4.8173,0.4712
-121.81,37.3,15.0,1929.0,345.0,1683.0,347.0,5.5248,0.4712
-121.8,37.31,21.0,2630.0,446.0,1789.0,389.0,5.0543,0.464
-121.79,37.31,22.0,2199.0,361.0,1270.0,386.0,5.1149,0.4714
-121.78,37.31,25.0,2093.0,297.0,983.0,338.0,6.4664,0.543
-121.79,37.3,10.0,5469.0,950.0,3083.0,906.0,5.9399,0.4838
-121.76,37.28,17.0,660.0,129.0,431.0,123.0,4.9097,0.482
-121.74,37.3,12.0,1961.0,280.0,985.0,269.0,6.7159,0.7254
-121.78,37.31,7.0,1973.0,328.0,1047.0,303.0,6.234,0.5844
-121.77,37.31,16.0,1649.0,228.0,769.0,230.0,6.6455,0.6052
-121.76,37.29,15.0,2267.0,348.0,1150.0,327.0,7.1267,0.5558
-121.76,37.3,6.0,3526.0,559.0,1378.0,491.0,6.1463,0.671
-121.75,37.3,23.0,1801.0,415.0,548.0,393.0,2.5052,0.2674
-121.74,37.29,6.0,7292.0,1295.0,2468.0,1262.0,5.6411,0.5894
-121.75,37.29,15.0,1486.0,310.0,455.0,296.0,4.3365,0.442
-121.84,37.34,33.0,1019.0,191.0,938.0,215.0,4.0929,0.33
-121.84,37.33,28.0,1535.0,330.0,1937.0,317.0,4.1146,0.3202
-121.84,37.33,26.0,1934.0,408.0,2059.0,416.0,3.6765,0.3272
-121.83,37.32,21.0,4559.0,1163.0,5124.0,1124.0,3.2052,0.358
-121.82,37.35,24.0,2298.0,575.0,2409.0,569.0,3.4509,0.3648
-121.82,37.34,23.0,7609.0,1446.0,6034.0,1414.0,4.8424,0.3906
-121.81,37.35,28.0,3477.0,671.0,2990.0,648.0,4.4671,0.3452
-121.81,37.35,29.0,2396.0,452.0,2000.0,481.0,4.375,0.371
-121.8,37.35,27.0,2358.0,415.0,1562.0,383.0,5.2297,0.3856
-121.8,37.35,17.0,2529.0,423.0,1756.0,429.0,5.1017,0.4814
-121.84,37.34,27.0,2512.0,526.0,3033.0,526.0,4.25,0.3258
-121.83,37.33,27.0,3127.0,610.0,3257.0,604.0,4.6333,0.3472
-121.83,37.34,21.0,6404.0,1232.0,6047.0,1235.0,4.2098,0.3868
-121.83,37.34,26.0,1848.0,339.0,1952.0,327.0,4.087,0.365
-121.87,37.36,34.0,938.0,242.0,769.0,226.0,3.5625,0.389
-121.86,37.35,35.0,2391.0,605.0,1886.0,595.0,2.5551,0.3642
-121.86,37.35,43.0,1536.0,371.0,1256.0,357.0,2.8,0.3066
-121.85,37.34,27.0,1481.0,409.0,1505.0,391.0,2.5769,0.275
-121.84,37.35,22.0,2914.0,768.0,2962.0,762.0,2.2031,0.328
-121.85,37.35,29.0,3515.0,807.0,3572.0,776.0,2.7562,0.3202
-121.84,37.35,20.0,3375.0,867.0,4610.0,860.0,2.6894,0.3644
-121.86,37.37,15.0,8162.0,2124.0,8793.0,2086.0,3.3306,0.4206
-121.84,37.37,15.0,3315.0,1042.0,2749.0,1059.0,2.3199,0.2802
-121.85,37.36,15.0,3148.0,1116.0,3556.0,1037.0,3.0466,0.3192
-121.85,37.36,18.0,1525.0,485.0,1705.0,448.0,3.7198,0.2572
-121.85,37.36,11.0,2109.0,592.0,2744.0,607.0,4.0452,0.4118
-121.86,37.36,31.0,1602.0,358.0,1179.0,354.0,4.4896,0.3136
-121.84,37.38,34.0,762.0,182.0,611.0,193.0,3.5625,0.4036
-121.85,37.38,12.0,12980.0,2568.0,8190.0,2515.0,5.2415,0.573
-121.84,37.39,31.0,5524.0,914.0,2848.0,879.0,5.5592,0.4598
-121.83,37.38,15.0,4430.0,992.0,3278.0,1018.0,4.5533,0.4198
-121.84,37.38,33.0,835.0,181.0,781.0,169.0,5.1082,0.3916
-121.83,37.38,31.0,3633.0,843.0,2677.0,797.0,3.2222,0.3696
-121.83,37.37,43.0,821.0,149.0,370.0,135.0,4.25,0.4182
-121.83,37.37,43.0,1461.0,284.0,800.0,258.0,3.2279,0.3648
-121.84,37.37,42.0,1237.0,232.0,900.0,241.0,3.8571,0.375
-121.84,37.37,28.0,1579.0,339.0,1252.0,353.0,4.1615,0.4296
-121.82,37.37,40.0,802.0,149.0,445.0,143.0,4.0446,0.3926
-121.83,37.36,29.0,4045.0,885.0,3036.0,845.0,3.1982,0.3434
-121.83,37.36,22.0,3936.0,860.0,3508.0,877.0,4.2312,0.3676
-121.83,37.35,31.0,2914.0,715.0,3547.0,645.0,3.7143,0.3572
-121.82,37.37,41.0,1558.0,281.0,970.0,304.0,4.4167,0.4304
-121.81,37.37,26.0,2987.0,539.0,1931.0,518.0,5.1099,0.4262
-121.82,37.36,33.0,1624.0,337.0,1412.0,323.0,4.0385,0.3352
-121.82,37.36,34.0,1834.0,377.0,1450.0,347.0,3.7188,0.323
-121.82,37.37,42.0,2913.0,577.0,1873.0,580.0,3.7214,0.3358
-121.81,37.39,34.0,2218.0,286.0,827.0,299.0,7.4559,0.913
-121.82,37.39,37.0,4137.0,636.0,1569.0,578.0,6.1008,0.5724
-121.82,37.38,32.0,3747.0,665.0,1687.0,649.0,5.4949,0.6616
-121.81,37.38,29.0,570.0,76.0,244.0,72.0,12.3292,0.8334
-121.82,37.38,32.0,1650.0,246.0,768.0,263.0,6.8462,0.6418
-121.81,37.37,24.0,962.0,146.0,492.0,155.0,7.2861,0.656
-121.79,37.38,22.0,3650.0,527.0,1637.0,520.0,5.3774,0.6512
-121.81,37.36,20.0,3189.0,420.0,1234.0,389.0,7.5813,0.7482
-121.87,37.39,9.0,2522.0,547.0,1591.0,481.0,4.9091,0.5194
-121.87,37.39,16.0,2655.0,487.0,1862.0,448.0,6.057,0.4936
-121.87,37.38,16.0,1050.0,245.0,722.0,228.0,4.5187,0.327
-121.87,37.38,16.0,3275.0,529.0,1863.0,527.0,5.5429,0.5382
-121.88,37.39,13.0,3334.0,565.0,2240.0,561.0,7.105,0.5478
-121.87,37.41,17.0,3719.0,588.0,2089.0,561.0,6.7867,0.5474
-121.87,37.4,16.0,1767.0,268.0,1061.0,280.0,6.9584,0.7032
-121.86,37.4,19.0,4043.0,764.0,2196.0,708.0,6.1504,0.5368
-121.87,37.39,16.0,1334.0,389.0,1103.0,415.0,3.7153,0.4596
-121.86,37.39,17.0,1777.0,328.0,1235.0,329.0,5.4225,0.5162
-121.85,37.39,15.0,8748.0,1547.0,4784.0,1524.0,5.8322,0.5532
-121.82,37.42,13.0,3752.0,572.0,1581.0,526.0,6.1091,0.6588
-121.81,37.41,25.0,2496.0,351.0,1034.0,367.0,7.0544,0.6414
-121.84,37.4,25.0,1866.0,271.0,840.0,275.0,6.8677,0.577
-121.83,37.4,27.0,1145.0,150.0,492.0,160.0,5.716,0.6966
-121.9,37.4,16.0,2998.0,603.0,1606.0,615.0,3.7622,0.3
-121.9,37.39,42.0,42.0,14.0,26.0,14.0,1.7361,1.000002
-121.9,37.37,20.0,78.0,72.0,120.0,69.0,1.0938,0.375
-121.88,37.37,14.0,6016.0,1404.0,3258.0,1316.0,3.5745,0.6674
-121.87,37.38,14.0,3851.0,534.0,2052.0,478.0,7.0735,0.6712
-121.86,37.38,15.0,2052.0,405.0,1380.0,409.0,5.8686,0.3622
-121.89,37.39,2.0,1136.0,365.0,535.0,257.0,4.375,0.85
-121.88,37.4,9.0,6751.0,1575.0,4240.0,1438.0,5.34,0.5148
-121.89,37.38,3.0,4778.0,1047.0,2522.0,990.0,5.7695,0.5428
-121.88,37.37,3.0,4430.0,841.0,2559.0,801.0,6.0959,0.5454
-121.86,37.4,16.0,2391.0,369.0,1419.0,373.0,5.8721,0.5356
-121.86,37.4,21.0,1386.0,260.0,946.0,257.0,6.5226,0.517
-121.85,37.41,25.0,1837.0,278.0,1006.0,271.0,6.6842,0.5306
-121.85,37.4,23.0,1793.0,319.0,1145.0,310.0,5.5968,0.4864
-121.86,37.41,16.0,2938.0,589.0,1718.0,568.0,5.5073,0.3578
-121.85,37.41,17.0,2156.0,435.0,1400.0,393.0,5.6096,0.3982
-121.86,37.41,16.0,1603.0,287.0,1080.0,296.0,6.1256,0.5338
-121.86,37.41,16.0,1489.0,262.0,945.0,263.0,7.3861,0.534
-121.86,37.41,16.0,2411.0,420.0,1671.0,442.0,6.5004,0.5272
-121.9,37.44,12.0,4228.0,734.0,2594.0,732.0,6.6086,0.5988
-121.9,37.44,4.0,1646.0,408.0,853.0,410.0,5.0821,0.531
-121.9,37.44,9.0,957.0,139.0,532.0,142.0,8.6675,0.882
-121.89,37.44,8.0,2534.0,380.0,1527.0,364.0,7.8532,0.8456
-121.88,37.43,17.0,3469.0,896.0,2762.0,808.0,3.3884,0.4916
-121.88,37.43,31.0,2573.0,474.0,1898.0,475.0,5.6651,0.4082
-121.87,37.43,22.0,3805.0,596.0,2118.0,621.0,6.2892,0.5084
-121.85,37.44,8.0,426.0,61.0,241.0,55.0,7.309,0.7358
-121.87,37.42,19.0,12128.0,2112.0,6810.0,2040.0,6.4419,0.529
-121.87,37.41,24.0,3308.0,548.0,1891.0,544.0,5.6683,0.4974
-121.88,37.41,23.0,3224.0,652.0,2183.0,655.0,4.3807,0.4538
-121.86,37.42,20.0,5032.0,808.0,2695.0,801.0,6.6227,0.5296
-121.87,37.42,25.0,4430.0,729.0,2685.0,721.0,5.6965,0.5222
-121.88,37.44,17.0,1621.0,299.0,1028.0,293.0,5.2722,0.3738
-121.88,37.44,20.0,1351.0,372.0,1427.0,394.0,4.4712,0.288
-121.88,37.44,26.0,1471.0,348.0,1089.0,320.0,5.3057,0.4528
-121.88,37.44,23.0,1310.0,267.0,910.0,261.0,5.3994,0.4758
-121.89,37.46,5.0,1519.0,186.0,705.0,186.0,10.3798,1.000002
-121.88,37.46,5.0,1819.0,245.0,802.0,228.0,10.9722,1.000002
-121.89,37.45,15.0,2428.0,513.0,1687.0,519.0,4.75,0.5088
-121.88,37.44,14.0,2073.0,343.0,1107.0,330.0,6.7093,0.6224
-121.87,37.46,43.0,91.0,12.0,58.0,16.0,15.0001,1.000002
-121.9,37.46,29.0,2385.0,513.0,1788.0,510.0,3.8421,0.4414
-121.91,37.46,26.0,2762.0,496.0,1716.0,459.0,5.6062,0.4536
-121.9,37.45,18.0,4900.0,814.0,2984.0,758.0,6.6176,0.5524
-121.9,37.45,16.0,2952.0,446.0,1525.0,460.0,5.6063,0.641
-121.91,37.42,19.0,1684.0,387.0,1224.0,376.0,4.1389,0.3482
-121.9,37.41,24.0,4759.0,921.0,3188.0,902.0,5.6344,0.4574
-121.89,37.42,26.0,40.0,8.0,52.0,7.0,7.7197,0.45
-121.92,37.45,10.0,3937.0,1054.0,2032.0,1002.0,3.2617,0.5044
-121.91,37.44,26.0,1669.0,276.0,951.0,278.0,4.7794,0.4516
-121.91,37.44,19.0,2174.0,484.0,1645.0,484.0,5.0362,0.5102
-121.91,37.44,24.0,1212.0,251.0,799.0,242.0,5.0808,0.425
-121.91,37.43,33.0,2791.0,496.0,1714.0,485.0,4.8304,0.4498
-122.07,37.44,21.0,4599.0,986.0,2756.0,943.0,2.9817,0.45
-121.96,37.43,18.0,2514.0,578.0,2205.0,545.0,3.3859,0.316
-121.97,37.44,17.0,127.0,28.0,219.0,22.0,4.5179,0.225
-121.99,37.4,24.0,3217.0,689.0,1196.0,684.0,3.4896,0.4534
-121.99,37.4,35.0,1845.0,325.0,1343.0,317.0,5.3912,0.4706
-121.99,37.39,25.0,3495.0,834.0,2484.0,797.0,4.8145,0.4614
-122.02,37.4,33.0,2015.0,484.0,1285.0,419.0,4.0655,0.4536
-122.01,37.4,14.0,4841.0,1130.0,813.0,517.0,3.7614,0.275
-122.0,37.4,17.0,5121.0,1017.0,1470.0,968.0,2.9706,0.1626
-122.0,37.4,17.0,4324.0,854.0,1656.0,885.0,3.6619,0.4648
-122.0,37.4,35.0,1542.0,298.0,1164.0,318.0,5.9145,0.4738
-122.01,37.4,24.0,1297.0,297.0,441.0,282.0,3.1439,0.095
-122.0,37.39,33.0,2154.0,405.0,1655.0,434.0,5.7962,0.4596
-121.96,37.41,17.0,3208.0,617.0,2286.0,602.0,5.2937,0.476
-121.97,37.4,17.0,2937.0,558.0,1662.0,533.0,5.8792,0.511
-121.96,37.39,20.0,1032.0,229.0,658.0,238.0,4.5062,0.4386
-121.95,37.39,24.0,5230.0,934.0,3795.0,970.0,5.4228,0.5282
-121.95,37.38,22.0,765.0,198.0,390.0,176.0,3.1812,0.175
-121.95,37.41,13.0,2164.0,412.0,1087.0,411.0,4.7625,0.275
-121.94,37.42,16.0,3936.0,788.0,1910.0,769.0,4.7049,0.225
-121.93,37.4,34.0,148.0,28.0,132.0,13.0,3.375,0.135
-121.91,37.36,42.0,3224.0,708.0,1940.0,674.0,3.2153,0.3994
-121.92,37.36,42.0,198.0,32.0,158.0,32.0,3.1563,0.275
-121.95,37.37,39.0,446.0,129.0,317.0,127.0,3.0357,0.4166
-121.95,37.36,27.0,3236.0,832.0,2230.0,798.0,3.5625,0.4172
-121.95,37.36,25.0,3472.0,956.0,2267.0,944.0,2.7727,0.4712
-121.93,37.35,36.0,1823.0,410.0,1589.0,387.0,3.1065,0.4682
-121.93,37.34,48.0,2068.0,495.0,946.0,452.0,3.0375,0.437
-121.98,37.37,36.0,1651.0,344.0,1062.0,331.0,4.575,0.4308
-121.98,37.36,32.0,1199.0,229.0,814.0,238.0,4.6719,0.5042
-121.98,37.37,35.0,995.0,202.0,615.0,199.0,5.0942,0.435
-121.99,37.37,27.0,1797.0,538.0,1610.0,531.0,4.2422,0.475
-121.97,37.36,24.0,4841.0,894.0,2656.0,920.0,6.0573,0.509
-121.97,37.36,34.0,884.0,153.0,534.0,154.0,6.0116,0.5424
-121.97,37.35,35.0,1880.0,370.0,926.0,321.0,4.2273,0.5398
-121.96,37.36,16.0,5040.0,1325.0,3150.0,1196.0,4.2837,0.529
-121.96,37.36,33.0,2581.0,623.0,1598.0,628.0,3.5199,0.5228
-121.97,37.35,36.0,815.0,126.0,353.0,122.0,6.3191,0.5166
-121.97,37.36,36.0,765.0,134.0,306.0,136.0,4.575,0.4952
-121.98,37.36,34.0,1735.0,318.0,1019.0,301.0,4.5625,0.4854
-121.98,37.36,33.0,1582.0,272.0,809.0,267.0,5.7059,0.5744
-121.98,37.36,35.0,1293.0,223.0,701.0,216.0,7.8543,0.5638
-121.98,37.36,35.0,1440.0,267.0,743.0,259.0,5.0866,0.5092
-121.99,37.36,32.0,1754.0,324.0,917.0,330.0,4.6761,0.5966
-121.99,37.36,33.0,2321.0,480.0,1230.0,451.0,4.9091,0.5406
-121.99,37.36,33.0,2677.0,644.0,1469.0,633.0,3.2048,0.5236
-121.99,37.36,33.0,2545.0,467.0,1287.0,458.0,5.5,0.5644
-121.98,37.35,41.0,1150.0,249.0,729.0,260.0,3.5491,0.5222
-121.99,37.35,18.0,1712.0,509.0,972.0,467.0,4.3971,0.4778
-121.99,37.35,16.0,3249.0,947.0,1637.0,841.0,4.5427,0.3968
-121.99,37.35,25.0,1527.0,325.0,707.0,339.0,4.375,0.4244
-121.98,37.35,36.0,1054.0,193.0,546.0,187.0,4.5625,0.48
-121.97,37.35,30.0,1955.0,388.0,999.0,386.0,4.6328,0.5742
-121.98,37.34,33.0,3570.0,776.0,1922.0,761.0,4.9562,0.4774
-121.98,37.34,18.0,6649.0,1712.0,3604.0,1651.0,4.5368,0.6148
-121.99,37.34,26.0,3637.0,933.0,2249.0,905.0,3.9625,0.5258
-121.96,37.35,37.0,1755.0,325.0,699.0,321.0,3.925,0.5026
-121.97,37.34,33.0,3162.0,722.0,1553.0,686.0,3.6682,0.5322
-121.97,37.35,35.0,1249.0,232.0,556.0,247.0,3.925,0.5742
-121.96,37.35,32.0,1484.0,274.0,673.0,272.0,5.2019,0.5598
-121.95,37.35,36.0,832.0,211.0,545.0,211.0,3.2813,0.4888
-121.94,37.35,52.0,906.0,227.0,1662.0,219.0,3.1667,0.4632
-121.94,37.35,18.0,1922.0,561.0,1096.0,545.0,2.3713,0.488
-121.95,37.35,48.0,1246.0,294.0,697.0,284.0,3.6118,0.471
-121.95,37.35,42.0,1421.0,330.0,659.0,303.0,3.3333,0.4758
-121.95,37.35,52.0,2382.0,523.0,1096.0,492.0,4.2656,0.4722
-121.94,37.34,42.0,2174.0,420.0,1304.0,464.0,3.1429,0.573
-121.94,37.34,29.0,3377.0,853.0,1674.0,792.0,3.4233,0.4586
-121.94,37.34,41.0,2151.0,473.0,1092.0,469.0,3.7321,0.5
-121.94,37.33,36.0,1893.0,359.0,797.0,360.0,3.6818,0.5152
-121.94,37.33,37.0,1822.0,329.0,845.0,348.0,4.75,0.5022
-121.94,37.34,36.0,3142.0,632.0,1372.0,560.0,5.0175,0.4922
-121.95,37.34,25.0,5236.0,1320.0,2529.0,1213.0,3.1702,0.5122
-121.95,37.33,31.0,1866.0,465.0,821.0,447.0,2.3547,0.5518
-121.95,37.33,36.0,1683.0,286.0,740.0,324.0,4.7604,0.5894
-121.96,37.33,26.0,3269.0,788.0,1427.0,696.0,4.2136,0.5766
-121.96,37.33,35.0,2294.0,411.0,1054.0,449.0,4.0667,0.5538
-121.96,37.34,42.0,2001.0,402.0,942.0,375.0,4.4453,0.5108
