age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
53,services,married,basic.9y,unknown,yes,no,cellular,aug,mon,136,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
70,retired,married,basic.4y,unknown,yes,no,cellular,aug,thu,320,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,no
47,management,married,university.degree,no,yes,no,cellular,aug,thu,20,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
43,blue-collar,married,high.school,no,yes,no,cellular,nov,mon,107,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
51,blue-collar,married,basic.4y,unknown,yes,no,telephone,jul,wed,139,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
34,housemaid,married,university.degree,no,yes,no,cellular,may,tue,58,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
57,retired,unknown,basic.4y,no,yes,no,telephone,may,thu,171,10,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
30,admin.,single,professional.course,no,unknown,unknown,cellular,jun,thu,246,1,7,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes
41,technician,single,university.degree,no,yes,yes,cellular,jul,wed,184,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
36,blue-collar,married,unknown,unknown,yes,yes,telephone,may,wed,161,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
37,admin.,married,university.degree,unknown,yes,no,cellular,aug,mon,86,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
28,student,single,university.degree,unknown,yes,no,telephone,may,mon,208,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31,management,single,university.degree,no,yes,no,cellular,nov,wed,424,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes
58,retired,married,basic.4y,unknown,no,no,cellular,jul,tue,307,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
54,admin.,married,high.school,unknown,yes,no,telephone,jun,mon,490,12,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
48,unemployed,married,professional.course,no,no,no,telephone,may,wed,360,1,6,1,success,-1.8,93.876,-40.0,0.682,5008.7,yes
50,blue-collar,single,basic.9y,unknown,yes,yes,telephone,may,thu,184,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
38,technician,single,university.degree,no,yes,no,telephone,may,tue,446,12,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
25,student,single,unknown,no,no,no,cellular,jun,mon,301,3,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,yes
37,admin.,married,high.school,no,no,no,cellular,may,fri,123,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
31,technician,single,university.degree,no,no,yes,cellular,aug,tue,60,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
28,admin.,single,university.degree,no,no,no,cellular,jun,mon,114,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
46,technician,married,professional.course,no,yes,no,cellular,nov,mon,78,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
31,blue-collar,married,basic.6y,no,yes,yes,telephone,jun,tue,105,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
31,management,married,high.school,no,yes,yes,telephone,jun,tue,343,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
30,admin.,single,university.degree,no,yes,no,cellular,jul,thu,39,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
35,admin.,single,university.degree,no,yes,no,cellular,nov,thu,633,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
30,technician,married,university.degree,no,yes,no,telephone,may,tue,683,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes
36,blue-collar,married,basic.9y,no,unknown,unknown,telephone,jun,tue,30,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
34,admin.,married,university.degree,unknown,no,no,telephone,may,thu,134,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
32,technician,married,professional.course,no,no,yes,cellular,jul,wed,183,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
43,management,married,university.degree,no,no,no,cellular,nov,wed,382,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
57,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,19,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
41,unemployed,divorced,professional.course,no,unknown,unknown,cellular,aug,tue,271,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
34,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,276,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
32,technician,married,professional.course,no,no,no,cellular,apr,mon,688,2,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7,yes
33,admin.,single,professional.course,no,yes,no,cellular,may,mon,1340,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,yes
46,management,single,university.degree,no,yes,no,cellular,jul,mon,93,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
80,retired,married,basic.4y,no,no,no,cellular,mar,fri,213,3,6,4,success,-1.8,93.369,-34.8,0.649,5008.7,yes
45,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,243,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
41,blue-collar,married,basic.6y,no,yes,yes,telephone,nov,tue,137,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
49,admin.,married,high.school,unknown,yes,no,cellular,aug,thu,82,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
50,management,married,high.school,unknown,no,yes,telephone,may,fri,223,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
34,entrepreneur,married,basic.4y,no,yes,no,telephone,may,fri,233,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
47,management,married,university.degree,no,yes,no,cellular,aug,mon,145,3,3,2,success,-1.7,94.027,-38.3,0.904,4991.6,no
47,services,married,high.school,no,no,no,cellular,aug,fri,130,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
55,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,tue,232,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
46,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,196,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
24,student,single,high.school,no,yes,no,cellular,apr,thu,88,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
32,blue-collar,single,basic.4y,no,yes,no,cellular,jul,tue,145,12,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
31,blue-collar,married,high.school,no,no,no,cellular,jul,wed,248,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
31,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,248,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29,entrepreneur,married,high.school,no,yes,no,cellular,jul,fri,668,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,5228.1,no
48,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,420,7,999,1,failure,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
33,admin.,married,high.school,no,yes,no,cellular,nov,tue,125,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
43,technician,married,university.degree,no,no,no,cellular,nov,fri,24,9,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
29,services,single,high.school,no,no,no,telephone,may,mon,207,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
47,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,82,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
47,management,married,university.degree,no,yes,no,cellular,aug,tue,133,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,admin.,married,basic.9y,no,no,no,telephone,may,mon,511,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
56,entrepreneur,married,university.degree,no,yes,no,cellular,apr,thu,472,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
33,technician,married,university.degree,unknown,yes,no,cellular,aug,tue,153,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
30,blue-collar,single,basic.4y,unknown,yes,yes,telephone,may,thu,331,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
36,management,married,university.degree,no,no,no,telephone,jun,thu,22,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
50,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,mon,36,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
45,technician,married,high.school,no,yes,no,cellular,jul,tue,88,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
38,admin.,single,high.school,no,yes,no,cellular,apr,thu,882,1,6,1,success,-1.8,93.749,-34.6,0.659,5008.7,yes
31,unemployed,single,high.school,no,no,no,cellular,may,thu,339,2,999,0,nonexistent,-1.8,93.876,-40.0,0.6920000000000001,5008.7,no
30,technician,married,professional.course,no,yes,yes,cellular,jul,fri,292,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
39,services,married,high.school,no,yes,no,cellular,jul,thu,543,29,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
37,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,203,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
45,management,married,unknown,no,yes,no,cellular,apr,tue,379,3,7,1,success,-1.8,93.749,-34.6,0.642,5008.7,yes
36,blue-collar,single,basic.9y,unknown,no,no,telephone,may,tue,201,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
22,blue-collar,married,professional.course,no,yes,no,cellular,jul,fri,161,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
33,entrepreneur,married,university.degree,no,yes,no,telephone,may,mon,130,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37,technician,single,high.school,no,yes,no,telephone,apr,thu,201,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,no
38,management,married,university.degree,no,yes,yes,cellular,jul,thu,68,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
53,admin.,married,high.school,no,yes,no,telephone,may,tue,520,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
31,technician,married,university.degree,no,yes,no,cellular,aug,thu,515,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
44,management,married,university.degree,no,no,no,cellular,aug,tue,175,2,999,2,failure,-2.9,92.20100000000001,-31.4,0.883,5076.2,yes
31,services,married,high.school,no,no,no,telephone,may,wed,636,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
43,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,1332,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
30,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,fri,10,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
47,housemaid,single,basic.4y,no,no,no,telephone,jun,tue,241,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
28,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,1820,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
33,unemployed,married,high.school,no,yes,no,cellular,may,mon,74,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.264,5099.1,no
42,admin.,married,university.degree,no,yes,no,cellular,aug,tue,1311,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
45,services,married,high.school,unknown,no,no,telephone,jun,tue,559,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
32,services,married,high.school,no,no,no,cellular,may,mon,161,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
41,management,married,high.school,no,no,yes,telephone,may,tue,129,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
50,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,1365,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,yes
42,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,332,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
45,blue-collar,single,basic.4y,unknown,yes,yes,cellular,jul,tue,21,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
52,entrepreneur,married,basic.9y,no,yes,yes,telephone,may,fri,390,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
49,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,1980,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
39,management,married,unknown,no,no,no,cellular,nov,thu,352,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
20,blue-collar,single,high.school,no,yes,no,cellular,may,wed,410,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
36,entrepreneur,married,university.degree,no,no,yes,telephone,may,fri,180,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
44,services,divorced,high.school,no,yes,yes,cellular,apr,tue,895,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,yes
34,technician,divorced,professional.course,no,yes,no,cellular,may,fri,1190,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,yes
67,self-employed,married,university.degree,no,yes,no,cellular,nov,tue,68,4,999,1,failure,-3.4,92.649,-30.1,0.72,5017.5,no
42,admin.,married,university.degree,no,yes,no,cellular,aug,wed,71,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,self-employed,single,university.degree,no,yes,no,telephone,may,wed,318,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
37,technician,single,university.degree,no,yes,no,cellular,may,tue,322,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
35,unknown,single,basic.4y,unknown,no,no,telephone,may,fri,121,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
34,entrepreneur,married,university.degree,no,yes,no,cellular,nov,thu,69,1,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
48,management,married,university.degree,no,no,no,cellular,aug,tue,115,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
46,admin.,single,high.school,no,no,no,cellular,jul,wed,251,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
57,admin.,divorced,high.school,no,no,no,telephone,may,fri,162,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
54,housemaid,married,basic.4y,no,yes,no,cellular,aug,tue,133,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
34,admin.,married,basic.9y,no,yes,no,telephone,jun,mon,252,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
29,technician,single,high.school,no,no,no,cellular,nov,tue,155,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
38,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,218,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
27,student,single,high.school,no,yes,no,cellular,may,thu,101,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
42,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,458,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
35,technician,divorced,professional.course,no,yes,no,telephone,jun,thu,312,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
40,entrepreneur,married,professional.course,unknown,yes,no,cellular,apr,thu,176,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
44,admin.,single,university.degree,no,yes,no,telephone,may,mon,158,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33,admin.,single,university.degree,no,no,no,cellular,aug,wed,316,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
54,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,wed,101,1,999,0,nonexistent,-3.4,92.649,-30.1,0.7190000000000001,5017.5,no
32,technician,married,high.school,no,yes,no,cellular,aug,tue,160,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
47,admin.,single,university.degree,no,yes,no,cellular,aug,thu,156,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
40,admin.,single,high.school,no,yes,no,telephone,may,wed,222,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
30,admin.,married,university.degree,no,yes,yes,cellular,may,mon,742,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,yes
28,technician,single,professional.course,no,yes,no,cellular,jul,tue,167,2,6,1,success,-1.7,94.215,-40.3,0.893,4991.6,no
40,entrepreneur,married,basic.4y,no,yes,yes,cellular,nov,wed,322,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
39,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,156,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
27,technician,single,high.school,no,yes,no,cellular,jul,fri,784,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
51,housemaid,married,basic.4y,unknown,no,no,cellular,aug,fri,253,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
39,admin.,divorced,professional.course,no,yes,yes,telephone,jun,thu,106,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
46,admin.,married,university.degree,no,yes,no,cellular,aug,thu,164,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,5076.2,no
49,unemployed,married,high.school,unknown,no,no,cellular,nov,fri,671,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
47,admin.,married,university.degree,no,yes,no,cellular,nov,fri,59,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
32,admin.,divorced,university.degree,no,no,no,telephone,may,wed,315,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35,entrepreneur,married,high.school,no,yes,no,cellular,nov,mon,131,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
27,admin.,single,high.school,no,yes,yes,cellular,may,wed,177,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
42,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,55,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
35,technician,married,university.degree,unknown,no,no,cellular,aug,thu,246,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
37,technician,single,university.degree,no,no,no,telephone,jun,mon,182,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
48,blue-collar,married,basic.4y,no,no,yes,cellular,may,wed,170,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
29,unemployed,single,university.degree,no,no,no,telephone,may,thu,297,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
50,management,married,university.degree,no,yes,yes,cellular,apr,fri,206,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
30,blue-collar,single,university.degree,no,no,no,telephone,may,fri,245,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
58,self-employed,divorced,university.degree,no,yes,no,cellular,jul,thu,548,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
52,blue-collar,married,basic.9y,no,no,yes,cellular,aug,fri,112,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
32,entrepreneur,married,university.degree,no,yes,yes,telephone,nov,mon,249,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
55,retired,married,basic.6y,unknown,yes,yes,cellular,jul,tue,632,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
49,technician,married,professional.course,unknown,yes,no,telephone,jul,thu,219,12,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
35,admin.,single,university.degree,no,no,no,cellular,jul,fri,14,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
41,blue-collar,divorced,basic.6y,no,yes,no,telephone,may,fri,160,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
44,blue-collar,married,basic.6y,no,no,yes,cellular,may,thu,244,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
35,technician,married,professional.course,no,no,no,cellular,nov,wed,427,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
44,admin.,married,university.degree,no,no,no,cellular,aug,tue,102,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
27,technician,single,basic.9y,no,yes,no,cellular,apr,wed,131,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
35,self-employed,married,university.degree,no,yes,no,cellular,jun,thu,269,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
33,admin.,single,university.degree,no,yes,no,cellular,nov,wed,101,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
35,admin.,married,high.school,no,yes,no,cellular,may,fri,121,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,no
32,management,single,university.degree,no,no,no,cellular,jul,fri,221,4,16,1,success,-1.7,94.215,-40.3,0.8959999999999999,4991.6,no
39,entrepreneur,single,university.degree,no,yes,no,telephone,may,thu,43,9,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
53,blue-collar,married,high.school,unknown,yes,yes,cellular,apr,mon,62,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
26,admin.,single,high.school,no,no,no,cellular,jul,fri,134,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
25,self-employed,single,university.degree,no,no,no,telephone,jun,mon,178,7,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
39,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,302,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33,admin.,married,university.degree,unknown,yes,yes,cellular,aug,thu,259,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
63,management,married,basic.4y,unknown,yes,no,cellular,nov,tue,131,4,999,2,failure,-3.4,92.649,-30.1,0.715,5017.5,yes
59,retired,married,basic.4y,no,no,yes,telephone,jul,thu,22,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
52,self-employed,single,professional.course,no,no,yes,cellular,nov,thu,139,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
25,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,wed,322,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
29,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,54,1,6,1,success,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
48,entrepreneur,married,basic.9y,unknown,no,no,cellular,may,wed,487,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
35,admin.,married,university.degree,no,yes,no,cellular,may,wed,376,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
39,technician,married,professional.course,no,yes,no,cellular,jul,thu,202,1,999,1,failure,-1.7,94.215,-40.3,0.81,4991.6,no
31,admin.,single,university.degree,no,no,no,telephone,may,fri,162,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
28,blue-collar,single,professional.course,no,yes,no,cellular,may,mon,113,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
40,self-employed,married,high.school,no,no,no,cellular,jul,mon,521,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
39,admin.,married,university.degree,no,no,no,telephone,jun,mon,69,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
41,blue-collar,married,basic.4y,no,yes,no,telephone,jul,tue,281,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no
39,housemaid,married,professional.course,no,yes,no,cellular,aug,fri,80,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
30,self-employed,married,professional.course,no,yes,no,cellular,may,tue,98,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
40,management,married,basic.9y,no,yes,yes,telephone,jun,fri,162,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
32,technician,married,professional.course,no,yes,yes,cellular,jul,mon,330,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
37,admin.,divorced,university.degree,no,yes,yes,cellular,aug,tue,211,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
52,admin.,married,university.degree,no,no,no,cellular,may,thu,195,1,999,0,nonexistent,-1.8,93.876,-40.0,0.677,5008.7,yes
28,student,single,basic.9y,no,yes,no,cellular,mar,tue,156,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.7990000000000002,5099.1,yes
43,blue-collar,married,high.school,no,yes,no,telephone,may,wed,294,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
31,admin.,single,university.degree,unknown,yes,no,cellular,aug,tue,112,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
45,housemaid,divorced,university.degree,no,no,no,telephone,may,tue,834,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
47,blue-collar,divorced,basic.4y,no,yes,no,cellular,aug,mon,149,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
58,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,244,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
33,technician,single,high.school,no,yes,no,cellular,jul,fri,270,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
28,blue-collar,single,university.degree,unknown,no,no,cellular,may,wed,169,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
47,admin.,married,university.degree,unknown,no,no,telephone,jun,thu,252,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
38,blue-collar,single,high.school,no,no,no,telephone,mar,tue,450,3,6,2,success,-1.8,93.369,-34.8,0.652,5008.7,yes
60,management,married,university.degree,no,yes,no,telephone,jun,thu,89,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
28,admin.,single,university.degree,no,yes,no,telephone,may,fri,1128,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,self-employed,single,university.degree,no,yes,no,cellular,mar,mon,265,2,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,yes
41,entrepreneur,divorced,basic.9y,no,yes,yes,cellular,jul,thu,219,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
33,student,single,unknown,no,yes,yes,cellular,aug,tue,203,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,no
