laufkont laufzeit moral verw hoehe sparkont beszeit rate famges buerge wohnzeit verm alter weitkred wohn bishkred beruf pers telef gastarb kredit
2 27 0 9 8318 1 5 2 2 1 4 4 42 2 3 2 4 2 2 2 0
3 18 2 3 2100 1 3 4 3 2 2 1 37 3 2 1 3 2 1 2 0
1 45 0 9 11816 1 5 2 3 1 4 3 29 3 1 2 3 2 1 2 0
1 6 2 6 448 1 2 4 2 1 4 2 23 3 2 1 3 2 1 2 0
1 30 2 5 11998 1 2 1 1 1 1 4 34 1 2 1 2 2 2 2 0
2 48 0 10 18424 1 3 1 2 1 2 2 32 1 2 1 4 2 2 1 0
1 6 2 0 14896 1 5 1 3 1 4 4 68 1 2 1 4 2 2 2 0
2 12 2 2 2762 5 5 1 2 1 2 2 25 3 2 1 3 2 2 2 0
1 12 2 1 3386 1 5 3 3 1 4 4 35 3 3 1 3 2 2 2 0
2 24 2 3 2039 1 2 1 4 1 1 2 22 3 2 1 3 2 2 2 0
4 18 3 9 2169 1 3 4 4 1 2 3 28 3 2 1 3 2 2 2 0
2 48 4 2 5096 1 3 2 2 1 3 3 30 3 2 1 4 2 2 2 0
1 18 2 3 1882 1 3 4 2 1 4 3 25 1 1 2 3 2 1 2 0
1 48 2 3 6999 1 4 1 4 3 1 1 34 3 2 2 3 2 2 2 0
4 12 4 9 2292 1 1 4 3 1 2 3 42 2 2 2 4 2 2 2 0
1 14 2 0 8978 1 5 1 1 1 4 2 45 3 2 1 4 2 2 1 0
1 12 2 3 674 2 4 4 4 1 1 2 20 3 2 1 3 2 1 2 0
1 18 2 0 976 1 2 1 2 1 2 3 23 3 2 1 2 2 1 2 0
2 24 2 0 2718 1 3 3 2 1 4 2 20 3 1 1 2 2 2 2 0
1 18 2 6 750 1 1 4 2 1 1 1 27 3 2 1 1 2 1 2 0
2 24 2 1 12579 1 5 4 2 1 2 4 44 3 3 1 4 2 2 2 0
1 18 2 1 7511 5 5 1 3 1 4 2 51 3 3 1 3 1 2 2 0
1 18 4 0 3966 1 5 1 2 1 4 1 33 1 1 3 3 2 2 2 0
1 12 0 3 6199 1 3 4 3 1 2 2 28 3 1 2 3 2 2 2 0
1 24 2 3 1987 1 3 2 3 1 4 1 21 3 1 1 2 1 1 2 0
1 24 2 0 2303 1 5 4 3 2 1 1 45 3 2 1 3 2 1 2 0
4 21 4 0 12680 5 5 4 3 1 4 4 30 3 3 1 4 2 2 2 0
2 12 2 3 6468 5 1 2 3 1 1 4 52 3 2 1 4 2 2 2 0
1 30 2 2 6350 5 5 4 3 1 4 2 31 3 2 1 3 2 1 2 0
