policy_id,customer_age,months_as_customer,num_claims_past_year,num_insurers_past_5_years,policy_state,policy_deductable,policy_annual_premium,policy_liability,customer_zip,customer_gender,customer_education,auto_year
3864,50,47,0,2,CA,750,3000,15/30,90241,Male,Bachelor,2019
3865,63,190,0,1,CA,750,3000,100/200,90066,Male,Associate,2020
3866,28,47,0,2,CA,750,3000,15/30,92555,Male,High School,2015
3867,45,98,0,1,AZ,750,3000,15/30,85254,Male,Associate,2010
3868,58,233,0,1,CA,750,2600,15/30,91016,Female,High School,2019
3869,54,130,1,1,CA,750,3000,15/30,91765,Male,Advanced Degree,2019
3870,54,86,0,1,CA,750,3000,15/30,95843,Female,Associate,2017
3871,44,41,0,1,CA,750,2600,15/30,92805,Female,Associate,2018
3872,52,108,0,1,CA,750,2600,15/30,90266,Female,Advanced Degree,2016
3873,38,20,0,4,CA,750,2650,30/60,90046,Female,Bachelor,2018
3874,47,11,0,2,CA,750,3000,25/50,90039,Male,Bachelor,2008
3875,22,7,0,3,CA,750,3000,25/50,92310,Male,Bachelor,2017
3876,27,32,2,2,OR,750,3000,25/50,97527,Female,Advanced Degree,2017
3877,46,93,0,1,OR,750,3000,25/50,97504,Female,High School,2018
3878,66,135,0,1,CA,750,2750,15/30,92211,Female,Advanced Degree,2020
3879,39,24,0,2,CA,750,3000,15/30,94591,Female,Advanced Degree,2017
3880,39,185,0,1,WA,750,3000,25/50,98671,Unkown,Bachelor,2018
3881,36,124,0,1,CA,750,3000,30/60,92673,Female,Bachelor,2014
3882,33,44,0,1,CA,750,3000,15/30,92354,Female,Bachelor,2020
3883,50,191,0,1,CA,750,3000,15/30,91311,Male,High School,2018
3884,70,150,2,1,CA,750,3000,25/50,91791,Male,High School,2016
3885,31,97,0,1,CA,750,2900,25/50,92109,Female,Advanced Degree,2016
3886,58,147,0,1,WA,750,3000,30/60,98858,Male,Bachelor,2015
3887,19,10,0,2,CA,750,2750,15/30,93041,Male,High School,2011
3888,57,88,0,1,CA,750,2700,25/50,91352,Male,Bachelor,2010
3889,57,233,0,1,CA,750,3000,30/60,90280,Female,Bachelor,2015
3890,52,49,0,1,WA,750,2650,25/50,98358,Male,Below High School,2018
3891,24,34,0,3,CA,750,3000,100/200,93962,Female,Bachelor,2016
3892,49,115,0,1,AZ,750,3000,25/50,85719,Male,Bachelor,2020
3893,20,11,1,3,CA,750,3000,25/50,94901,Male,High School,2018
3894,39,129,0,1,CA,750,3000,25/50,95062,Male,Advanced Degree,2018
3895,65,107,0,1,ID,750,2850,100/200,83616,Male,High School,2017
3896,60,192,1,1,CA,750,3000,15/30,95240,Female,Bachelor,2015
3897,44,45,1,3,CA,750,3000,100/200,92562,Male,High School,2015
3898,25,57,0,2,CA,750,3000,15/30,91106,Male,Bachelor,2019
3899,57,237,0,1,CA,750,3000,30/60,92336,Female,Bachelor,2015
3900,44,93,0,1,CA,750,3000,25/50,92110,Female,Associate,2018
3901,60,353,3,1,WA,750,3000,30/60,98248,Male,Advanced Degree,2017
3902,44,66,0,1,CA,750,3000,15/30,93906,Male,Below High School,2019
3903,68,195,1,1,ID,750,3000,25/50,83686,Unkown,Bachelor,2016
3904,22,49,0,1,WA,750,3000,100/200,98107,Female,Bachelor,2014
3905,50,22,0,3,OR,750,3000,25/50,97206,Male,Advanced Degree,2019
3906,50,55,0,2,CA,750,3000,25/50,93312,Female,Bachelor,2002
3907,24,5,0,5,CA,750,3000,100/200,90260,Male,High School,2016
3908,38,151,0,1,CA,750,2650,15/30,94102,Male,High School,2018
3909,59,48,0,2,AZ,750,2600,15/30,85050,Female,Advanced Degree,2016
3910,31,121,0,1,CA,750,2750,15/30,95134,Female,Advanced Degree,2018
3911,41,101,0,1,NV,750,3000,25/50,89117,Male,Associate,2020
3912,39,21,0,1,CA,750,3000,25/50,91504,Female,Bachelor,2009
3913,36,45,0,2,OR,750,2650,25/50,97401,Male,Bachelor,2017
3914,42,67,0,1,CA,750,3000,25/50,93060,Male,Advanced Degree,2015
3915,49,136,0,1,CA,750,3000,100/200,91205,Male,Advanced Degree,2016
3916,41,139,0,1,ID,750,3000,25/50,83714,Male,Advanced Degree,2019
3917,19,17,0,2,OR,750,3000,100/200,97230,Other,Below High School,2014
3918,54,183,0,1,OR,750,2950,25/50,97062,Female,Advanced Degree,2019
3919,59,118,1,1,CA,750,3000,15/30,94806,Male,High School,2014
3920,54,139,0,1,NV,750,2900,25/50,89032,Unkown,Advanced Degree,2017
3921,43,131,0,1,WA,750,3000,25/50,99337,Female,Bachelor,2018
3922,30,32,0,2,AZ,750,3000,25/50,85281,Female,Advanced Degree,2015
3923,39,26,0,3,WA,750,3000,30/60,98645,Unkown,Bachelor,2013
3924,29,54,0,1,AZ,750,3000,25/50,85282,Male,High School,2018
3925,57,44,0,1,WA,750,2800,25/50,98075,Female,Bachelor,2013
3926,36,60,1,1,WA,750,3000,30/60,98682,Female,Bachelor,2014
3927,59,78,0,1,CA,750,3000,15/30,91915,Female,High School,2018
3928,57,98,1,1,WA,750,3000,30/60,98584,Female,Bachelor,2019
3929,28,10,0,2,CA,750,3000,15/30,91755,Male,Bachelor,2016
3930,50,145,0,1,WA,750,2750,25/50,98115,Female,Bachelor,2015
3931,39,91,0,1,CA,750,3000,25/50,92592,Male,Bachelor,2014
3932,70,11,0,4,OR,750,2700,100/200,97501,Male,High School,2018
3933,27,34,0,1,WA,750,2900,30/60,98466,Male,Advanced Degree,2018
3934,57,174,0,1,CA,750,3000,25/50,90201,Unkown,Bachelor,2015
3935,38,79,0,1,CA,750,2850,30/60,94534,Male,Below High School,2019
3936,41,107,0,1,OR,750,2800,30/60,97322,Female,Bachelor,2018
3937,40,115,0,1,CA,750,2650,25/50,93560,Male,Bachelor,2018
3938,27,40,0,1,OR,750,2800,30/60,97214,Unkown,Below High School,2017
3939,44,15,0,5,WA,750,3000,100/200,98388,Male,Associate,2018
3940,43,43,0,1,CA,750,2950,25/50,92231,Female,Bachelor,2020
3941,49,92,0,1,OR,750,3000,100/200,97030,Female,Bachelor,2015
3942,46,119,0,1,CA,750,3000,15/30,95127,Male,Bachelor,2010
3943,60,67,0,1,CA,750,3000,100/200,94061,Male,Bachelor,2015
3944,62,152,0,1,CA,750,2700,15/30,94015,Female,High School,2017
3945,23,2,0,3,NV,750,2750,30/60,89081,Other,Advanced Degree,2015
3946,61,119,0,1,AZ,750,3000,30/60,85382,Female,High School,2018
3947,20,29,0,4,OR,750,2700,30/60,97123,Male,Bachelor,2015
3948,56,131,0,1,CA,750,2850,15/30,94087,Female,High School,2018
3949,56,31,0,1,CA,750,2900,100/200,92104,Male,Associate,2015
3950,46,134,0,1,CA,750,3000,15/30,91001,Female,Bachelor,2019
3951,35,38,0,1,CA,750,3000,15/30,95476,Female,High School,2014
3952,29,92,0,1,WA,750,2900,100/200,98033,Male,Bachelor,2019
3953,31,31,0,2,CA,750,3000,30/60,94568,Female,High School,2015
3954,28,24,0,2,CA,750,3000,25/50,90402,Female,Bachelor,2017
3955,46,160,0,1,CA,750,3000,30/60,94085,Female,Bachelor,2017
3956,58,83,1,1,CA,750,3000,15/30,90603,Male,High School,2017
3957,41,7,0,2,CA,750,3000,15/30,92802,Male,Advanced Degree,2017
3958,67,225,0,1,OR,750,3000,100/200,97080,Female,High School,2016
3959,55,154,0,1,OR,750,3000,30/60,97527,Male,High School,2018
3960,33,43,0,3,AZ,750,2900,100/200,85253,Male,Bachelor,2009
3961,33,71,0,1,CA,750,3000,30/60,90015,Unkown,Bachelor,2019
3962,54,258,0,1,CA,750,3000,25/50,93612,Male,Bachelor,2008
3963,55,11,0,1,CA,750,3000,25/50,92562,Unkown,High School,2015
3964,47,82,0,1,WA,750,2700,25/50,99004,Male,Advanced Degree,2014
3965,68,72,0,1,OR,800,3000,25/50,97225,Male,Bachelor,2018
3966,61,197,2,1,OR,750,3000,30/60,97223,Female,High School,2020
3967,63,180,0,1,CA,750,3000,30/60,92586,Female,Bachelor,2018
3968,47,113,0,1,ID,750,3000,30/60,83814,Female,Advanced Degree,2019
3969,41,35,0,2,CA,750,3000,15/30,93306,Female,Bachelor,2017
3970,34,86,0,1,AZ,750,3000,15/30,85383,Female,High School,2016
3971,27,73,1,1,CA,750,3000,15/30,94509,Male,Bachelor,2017
3972,30,10,0,5,WA,750,3000,30/60,99218,Male,High School,2017
3973,42,81,0,1,CA,750,3000,25/50,95122,Male,Bachelor,2018
3974,48,81,0,1,OR,750,3000,25/50,97733,Female,Advanced Degree,2018
3975,43,128,0,1,WA,750,3000,30/60,98204,Male,Bachelor,2017
3976,47,24,0,3,AZ,750,2850,15/30,85120,Male,Bachelor,2015
3977,34,154,0,1,CA,750,3000,30/60,91356,Female,Advanced Degree,2010
3978,19,11,0,1,OR,750,3000,25/50,97526,Male,High School,2013
3979,49,26,1,1,ID,750,3000,30/60,83714,Male,Bachelor,2012
3980,32,1,0,5,WA,750,3000,25/50,98513,Female,High School,2016
3981,24,43,0,2,ID,750,3000,25/50,83221,Male,Bachelor,2017
3982,53,99,0,1,CA,750,3000,15/30,92057,Female,Bachelor,2019
3983,30,59,0,2,AZ,750,3000,100/200,85635,Female,Bachelor,2018
3984,63,97,0,1,CA,750,3000,15/30,91741,Male,Advanced Degree,2014
3985,64,139,0,1,CA,750,3000,15/30,93561,Female,Advanced Degree,2013
3986,27,55,0,1,WA,750,3000,25/50,98382,Male,Bachelor,2018
3987,54,97,0,1,WA,750,3000,100/200,98119,Female,Bachelor,2020
3988,57,120,0,1,WA,750,2600,25/50,99217,Unkown,Bachelor,2016
3989,35,58,0,1,CA,750,3000,15/30,91754,Female,High School,2016
3990,29,99,0,1,ID,750,2900,25/50,83835,Female,Associate,2012
3991,49,76,0,1,CA,750,3000,100/200,93003,Male,Bachelor,2013
3992,57,204,0,1,CA,750,2700,100/200,90277,Male,Bachelor,2014
3993,28,83,0,1,OR,750,3000,25/50,97504,Female,Advanced Degree,2015
3994,20,22,0,5,OR,750,3000,30/60,97478,Male,High School,2013
3995,33,177,0,1,WA,750,3000,25/50,98908,Male,Bachelor,2014
3996,42,103,1,1,CA,750,3000,15/30,93654,Male,Bachelor,2013
3997,23,6,0,3,CA,750,3000,25/50,94305,Female,Bachelor,2016
3998,44,35,0,2,CA,750,2550,15/30,95476,Male,Advanced Degree,2005
3999,22,38,0,1,CA,750,3000,15/30,90680,Unkown,High School,2018
4000,57,74,0,1,WA,900,2650,100/200,98029,Male,High School,2007
4001,56,118,0,1,WA,750,3000,25/50,98039,Male,High School,2012
4002,36,71,0,1,CA,750,2650,15/30,95307,Female,High School,2016
4003,24,11,1,4,WA,750,3000,30/60,98391,Male,Bachelor,2016
4004,23,65,0,1,CA,750,3000,15/30,91302,Female,Bachelor,2015
4005,37,142,0,1,CA,750,3000,15/30,90744,Male,Bachelor,2008
4006,57,468,0,1,AZ,750,3000,15/30,85281,Male,Bachelor,2019
4007,63,41,0,2,OR,750,2700,25/50,97501,Male,Bachelor,2016
4008,34,38,0,3,CA,750,2650,25/50,94954,Unkown,Bachelor,2017
4009,21,3,0,4,AZ,750,3000,15/30,85743,Female,Bachelor,2019
4010,49,118,0,1,CA,750,3000,25/50,94585,Female,Bachelor,2020
4011,28,68,2,1,CA,750,3000,100/200,90066,Male,High School,2017
4012,34,1,0,2,CA,800,3000,15/30,94508,Female,Bachelor,2012
4013,61,74,0,1,CA,750,2750,25/50,92833,Female,Bachelor,2015
4014,47,172,0,1,AZ,750,2650,15/30,85629,Unkown,Bachelor,2017
4015,19,10,0,3,CA,750,2700,30/60,92677,Female,High School,2015
4016,48,91,0,1,CA,750,3000,30/60,92675,Female,Advanced Degree,2015
4017,65,109,0,1,CA,750,3000,25/50,90660,Male,Advanced Degree,2014
4018,36,122,0,1,CA,750,2800,15/30,95468,Female,Bachelor,2016
4019,70,179,0,1,WA,750,3000,25/50,98226,Female,Bachelor,2016
4020,50,153,0,1,WA,750,3000,25/50,98408,Unkown,Bachelor,2014
4021,56,228,0,1,CA,750,3000,100/200,91367,Male,High School,2015
4022,53,93,1,1,WA,750,3000,25/50,98225,Male,Associate,2016
4023,34,111,0,1,CA,750,3000,15/30,95307,Male,High School,2020
4024,35,54,0,1,CA,750,3000,15/30,91384,Male,Associate,2015
4025,49,60,0,1,CA,750,3000,15/30,91362,Male,Bachelor,2018
4026,18,9,3,4,WA,750,3000,30/60,98118,Female,High School,2020
4027,41,88,0,1,CA,750,3000,25/50,93257,Female,Associate,2016
4028,66,182,0,1,WA,750,3000,25/50,98370,Female,Advanced Degree,2009
4029,66,136,0,1,CA,750,3000,15/30,91301,Female,High School,2018
4030,35,26,0,2,CA,750,2550,15/30,94109,Male,High School,2003
4031,55,222,0,1,WA,750,3000,25/50,99205,Female,Bachelor,2019
4032,44,3,0,3,CA,750,3000,100/200,91350,Male,Bachelor,2017
4033,69,62,0,1,CA,750,2400,30/60,94025,Other,High School,2014
4034,64,142,0,1,CA,750,3000,100/200,93306,Male,High School,2014
4035,56,278,0,1,WA,750,3000,25/50,98201,Male,Bachelor,2017
4036,40,114,0,1,CA,750,2750,30/60,93546,Male,Associate,2016
4037,46,22,0,2,CA,750,3000,15/30,91387,Female,Bachelor,2017
4038,29,44,0,3,CA,750,3000,25/50,95117,Male,Bachelor,2018
4039,65,95,0,1,AZ,750,3000,15/30,85009,Male,High School,2018
4040,29,3,0,2,CA,750,2950,30/60,93221,Female,Advanced Degree,2016
4041,36,70,0,1,OR,750,3000,25/50,97206,Female,Associate,2017
4042,53,71,1,1,OR,750,3000,30/60,97601,Male,Bachelor,2015
4043,49,39,0,2,NV,750,2600,100/200,89123,Female,Bachelor,2013
4044,69,4,0,3,OR,750,3000,30/60,97496,Female,Advanced Degree,2017
4045,60,119,0,1,NV,750,3000,100/200,89512,Male,Bachelor,2015
4046,63,70,0,1,OR,750,2950,25/50,97211,Female,Bachelor,2008
4047,51,109,0,1,CA,750,3000,25/50,95350,Male,Associate,2014
4048,40,58,0,1,CA,750,3000,25/50,94520,Female,Bachelor,2018
4049,65,120,0,1,CA,750,2700,15/30,90505,Female,Bachelor,2014
4050,43,91,0,1,CA,750,3000,15/30,90405,Female,Bachelor,2018
4051,54,80,0,1,CA,750,2700,15/30,95035,Female,Advanced Degree,2017
4052,38,123,0,1,OR,750,3000,30/60,97233,Male,High School,2020
4053,23,31,0,2,NV,750,2700,30/60,89123,Male,Advanced Degree,2009
4054,42,81,0,1,CA,750,2800,25/50,95376,Female,Advanced Degree,2016
4055,50,41,0,1,CA,750,3000,15/30,95450,Female,Bachelor,2013
4056,31,33,0,1,CA,750,2750,15/30,90605,Male,Bachelor,2019
4057,39,68,0,1,CA,750,3000,15/30,92234,Female,Associate,2013
4058,25,50,0,2,CA,750,3000,25/50,95388,Male,Advanced Degree,2015
4059,66,319,0,1,OR,750,3000,25/50,97502,Male,High School,2020
4060,38,44,0,1,OR,750,3000,100/200,97420,Female,Bachelor,2013
4061,42,116,0,1,CA,750,3000,30/60,90402,Male,Bachelor,2013
4062,24,66,0,1,CA,750,3000,25/50,93551,Female,Advanced Degree,2013
4063,46,44,0,1,AZ,750,3000,15/30,85345,Male,Bachelor,2004
4064,52,124,0,1,WA,750,2900,25/50,98058,Male,Bachelor,2010
4065,20,31,0,1,WA,750,3000,30/60,98684,Female,High School,2018
4066,62,133,0,1,ID,750,2500,25/50,83440,Female,Bachelor,2017
4067,50,139,0,1,CA,750,3000,25/50,93551,Male,High School,2011
4068,41,72,0,1,CA,750,3000,30/60,92139,Male,Advanced Degree,2012
4069,55,33,0,2,ID,750,3000,25/50,83245,Male,Bachelor,2018
4070,40,44,0,2,WA,750,3000,30/60,98372,Female,Bachelor,2019
4071,45,136,1,1,WA,750,3000,100/200,98168,Unkown,Bachelor,2014
4072,48,92,0,1,CA,750,2600,15/30,90222,Female,Bachelor,2019
4073,58,478,0,1,CA,750,3000,30/60,91350,Male,High School,2018
4074,42,88,0,1,CA,750,3000,30/60,93550,Male,Associate,2016
4075,55,293,0,1,CA,750,3000,100/200,90305,Unkown,High School,2018
4076,31,56,0,1,CA,750,2750,30/60,90266,Female,Bachelor,2020
4077,43,205,0,1,OR,750,3000,30/60,97756,Female,High School,2019
4078,58,145,0,1,CA,750,3000,25/50,90504,Female,Bachelor,2016
4079,60,72,0,1,CA,750,2950,15/30,92240,Male,Bachelor,2017
4080,27,38,0,1,CA,750,2750,25/50,90712,Female,Bachelor,2012
4081,36,57,0,2,WA,750,3000,25/50,99223,Unkown,High School,2013
4082,35,25,0,1,NV,750,3000,25/50,89122,Female,Associate,2013
4083,37,17,0,3,OR,750,2600,30/60,97042,Male,Associate,2014
4084,59,261,0,1,WA,750,2500,30/60,98683,Male,Bachelor,2017
4085,19,2,0,2,CA,750,3000,15/30,94605,Male,High School,2016
4086,65,140,0,1,CA,750,3000,15/30,95409,Female,Advanced Degree,2016
4087,54,130,0,1,OR,750,2750,25/50,97405,Male,Bachelor,2014
4088,29,7,0,2,WA,750,3000,25/50,98021,Male,High School,2014
4089,41,262,0,1,CA,750,2950,15/30,93033,Unkown,Bachelor,2016
4090,59,65,0,1,CA,750,3000,15/30,92276,Male,Bachelor,2018
4091,44,185,0,1,CA,750,3000,25/50,94551,Male,Bachelor,2020
4092,39,135,0,1,CA,750,3000,25/50,93308,Male,High School,2018
4093,46,72,0,1,OR,750,2850,25/50,97423,Male,High School,2013
4094,34,11,0,4,CA,750,3000,30/60,91311,Male,High School,2019
4095,47,64,0,1,CA,750,3000,25/50,92544,Unkown,Associate,2018
4096,52,164,0,1,CA,750,2450,25/50,92509,Female,Bachelor,2013
4097,43,19,0,1,ID,750,2650,25/50,83861,Female,Bachelor,2020
4098,29,82,0,1,CA,750,3000,30/60,90019,Male,Advanced Degree,2007
4099,40,148,0,1,CA,750,3000,15/30,95035,Female,High School,2020
4100,19,10,0,3,CA,750,3000,25/50,90292,Male,Below High School,2015
4101,23,59,0,2,OR,750,3000,25/50,97030,Male,Bachelor,2020
4102,35,90,0,1,CA,750,2550,15/30,92083,Unkown,Associate,2014
4103,70,123,0,1,CA,750,2950,100/200,94118,Male,Associate,2012
4104,44,60,0,1,CA,750,2850,25/50,94061,Male,Bachelor,2013
4105,19,13,0,1,AZ,750,3000,15/30,85365,Female,High School,2015
4106,69,49,0,2,CA,750,3000,30/60,94591,Female,Bachelor,2014
4107,59,129,0,1,CA,750,2500,100/200,91706,Male,Associate,2015
4108,55,23,0,4,WA,750,3000,25/50,98502,Male,Bachelor,2017
4109,58,111,0,1,AZ,750,3000,15/30,85374,Male,Advanced Degree,2018
4110,30,45,1,3,CA,750,3000,30/60,93727,Female,High School,2015
4111,52,150,0,1,CA,750,2650,25/50,93312,Male,Advanced Degree,2015
4112,54,140,0,1,WA,750,2600,100/200,98106,Male,Bachelor,2013
4113,41,31,0,2,WA,750,2900,30/60,99206,Female,Advanced Degree,2008
4114,28,34,1,2,WA,750,3000,25/50,99344,Female,High School,2019
4115,61,266,0,1,CA,750,2800,15/30,94103,Male,Bachelor,2019
4116,65,165,1,1,NV,750,3000,25/50,89121,Male,Bachelor,2014
4117,44,73,0,1,CA,750,2950,30/60,92883,Female,Bachelor,2017
4118,66,89,0,1,CA,750,3000,15/30,90505,Female,Bachelor,2010
4119,40,40,0,1,CA,750,3000,25/50,92154,Male,Bachelor,2015
4120,59,80,0,1,NV,750,3000,25/50,89706,Male,Advanced Degree,2009
4121,51,74,0,1,AZ,750,3000,25/50,85326,Male,Bachelor,2016
4122,51,147,0,1,AZ,750,3000,15/30,85335,Male,High School,2019
4123,39,61,0,1,CA,750,3000,25/50,95815,Female,Bachelor,2015
4124,20,14,0,2,WA,750,2950,30/60,99156,Male,Bachelor,2015
4125,22,51,0,1,CA,750,2900,25/50,93230,Female,Bachelor,2013
4126,58,172,0,1,NV,750,3000,25/50,89104,Female,Bachelor,2011
4127,44,92,0,1,CA,750,3000,15/30,90630,Female,Advanced Degree,2020
4128,41,29,0,4,CA,750,2850,15/30,95219,Male,Bachelor,2016
4129,36,124,0,1,CA,750,3000,30/60,95618,Female,High School,2016
4130,38,220,0,1,CA,750,3000,30/60,92701,Male,High School,2012
4131,65,72,0,1,AZ,750,3000,25/50,85028,Female,Advanced Degree,2020
4132,37,91,0,1,CA,750,3000,15/30,93449,Unkown,Bachelor,2018
4133,59,140,0,1,WA,750,3000,30/60,98225,Male,Advanced Degree,2018
4134,40,56,0,2,CA,750,2500,25/50,91001,Male,Associate,2011
4135,45,104,0,1,WA,750,3000,30/60,99208,Male,Bachelor,2015
4136,44,105,0,1,OR,750,2850,25/50,97124,Female,Bachelor,2014
4137,50,172,1,1,CA,750,3000,30/60,94303,Female,Associate,2018
4138,20,15,0,2,CA,750,3000,15/30,92507,Female,Bachelor,2013
4139,40,11,0,3,WA,750,2700,25/50,98908,Female,Bachelor,2015
4140,56,210,0,1,CA,750,2950,15/30,94118,Male,Bachelor,2017
4141,48,75,0,1,CA,750,3000,30/60,90650,Female,Advanced Degree,2018
4142,46,72,0,1,CA,750,2700,25/50,92571,Female,Advanced Degree,2016
4143,45,52,0,1,CA,750,2700,15/30,91762,Female,Advanced Degree,2019
4144,65,50,0,1,CA,750,3000,30/60,94401,Female,Advanced Degree,2012
4145,51,244,0,1,CA,750,2800,25/50,93013,Female,Bachelor,2019
4146,24,52,0,1,NV,750,3000,25/50,89110,Female,Bachelor,2011
4147,47,20,0,4,AZ,750,3000,100/200,85210,Female,Advanced Degree,2015
4148,46,69,0,1,AZ,750,3000,15/30,85032,Female,Bachelor,2019
4149,23,3,0,4,CA,750,3000,15/30,91402,Female,High School,2010
4150,63,208,1,1,CA,750,3000,30/60,94401,Female,Bachelor,2015
4151,44,122,0,1,CA,750,2600,30/60,93458,Female,High School,2003
4152,54,100,0,1,NV,750,2650,25/50,89110,Female,Bachelor,2020
4153,46,179,0,1,WA,750,2600,30/60,98926,Male,Associate,2020
4154,30,53,2,1,CA,750,3000,30/60,92677,Male,High School,2015
4155,30,67,0,1,CA,750,2900,100/200,94804,Male,Advanced Degree,2018
4156,42,5,0,2,CA,750,3000,15/30,94605,Female,Bachelor,2018
4157,37,111,0,1,CA,750,2700,25/50,95130,Female,Bachelor,2017
4158,62,183,0,1,CA,750,2650,15/30,95132,Unkown,Bachelor,2016
4159,22,38,0,3,CA,750,3000,15/30,94062,Male,High School,2012
4160,29,23,0,1,CA,750,3000,15/30,94553,Male,Bachelor,2020
4161,45,248,0,1,CA,750,3000,15/30,94598,Male,Bachelor,2015
4162,65,183,0,1,WA,750,3000,25/50,98058,Male,Advanced Degree,2016
4163,54,79,0,1,CA,750,2950,15/30,92014,Female,High School,2009
4164,49,92,1,1,CA,750,3000,15/30,90501,Male,Advanced Degree,2016
4165,46,113,0,1,CA,750,3000,25/50,91331,Female,Bachelor,2015
4166,52,51,0,1,CA,750,2650,15/30,94601,Female,Bachelor,2020
4167,48,89,0,1,WA,750,2800,30/60,99301,Female,High School,2016
4168,23,32,0,4,CA,750,3000,25/50,94025,Female,Bachelor,2012
4169,45,145,0,1,CA,750,2950,15/30,95360,Male,Bachelor,2010
4170,23,36,0,2,CA,750,3000,15/30,92057,Male,Advanced Degree,2017
4171,46,232,0,1,CA,750,3000,30/60,95127,Female,Advanced Degree,2018
4172,34,120,0,1,NV,750,2650,30/60,89110,Female,Advanced Degree,2018
4173,43,127,0,1,CA,750,3000,15/30,95382,Male,Associate,2018
4174,41,19,0,3,CA,750,2750,100/200,94903,Male,Advanced Degree,2016
4175,54,43,0,1,CA,750,3000,25/50,95966,Male,Bachelor,2017
4176,32,15,0,5,CA,750,2900,15/30,95076,Male,Advanced Degree,2012
4177,60,176,0,1,CA,750,3000,30/60,92336,Unkown,High School,2017
4178,35,15,0,3,CA,750,3000,30/60,90602,Female,Bachelor,2013
4179,39,29,0,4,OR,750,3000,30/60,97537,Male,Advanced Degree,2007
4180,43,253,0,1,CA,750,2650,30/60,93245,Female,Advanced Degree,2015
4181,58,236,0,1,WA,750,2850,25/50,99004,Female,Bachelor,2017
4182,30,35,1,4,CA,750,3000,100/200,92307,Male,Bachelor,2019
4183,39,117,0,1,CA,750,3000,15/30,90026,Unkown,High School,2018
4184,44,115,0,1,AZ,750,3000,25/50,85018,Female,Bachelor,2015
4185,47,7,0,4,WA,750,3000,25/50,98547,Female,Bachelor,2011
4186,46,79,0,1,CA,750,3000,15/30,90620,Female,High School,2020
4187,53,160,0,1,CA,750,3000,100/200,94547,Female,High School,2014
4188,61,108,0,1,CA,750,2650,15/30,92407,Male,High School,2014
4189,52,170,0,1,CA,750,3000,30/60,93203,Female,Bachelor,2018
4190,53,128,0,1,NV,750,3000,25/50,89433,Unkown,High School,2020
4191,45,129,1,1,CA,750,3000,30/60,91746,Male,Bachelor,2018
4192,54,88,0,1,NV,750,3000,25/50,89118,Female,Associate,2010
4193,59,65,0,1,CA,750,3000,25/50,94526,Female,Bachelor,2006
4194,30,38,2,1,CA,750,3000,30/60,95616,Male,Bachelor,2008
4195,31,11,0,1,CA,750,3000,25/50,91932,Female,Bachelor,2018
4196,33,142,0,1,AZ,750,3000,15/30,85364,Male,Bachelor,2014
4197,55,71,0,1,CA,750,3000,15/30,95762,Female,Bachelor,2019
4198,65,144,0,1,WA,750,3000,25/50,98513,Male,Bachelor,2011
4199,36,75,0,1,CA,750,3000,30/60,95380,Unkown,Advanced Degree,2018
4200,62,122,0,1,CA,750,3000,25/50,95685,Male,Associate,2017
4201,46,67,0,1,CA,750,3000,25/50,95648,Male,High School,2019
4202,42,23,0,4,WA,750,3000,25/50,98682,Male,Bachelor,2017
4203,40,21,0,1,CA,750,3000,15/30,93036,Unkown,Associate,2019
4204,59,197,0,1,CA,750,3000,25/50,90291,Female,Advanced Degree,2019
4205,51,223,0,1,CA,750,2600,15/30,91601,Female,Associate,2007
4206,27,66,0,1,CA,750,3000,15/30,91752,Female,Bachelor,2013
4207,54,18,0,5,CA,750,3000,15/30,90032,Female,High School,2018
4208,33,122,0,1,NV,750,2900,30/60,89031,Male,Bachelor,2014
4209,27,26,0,2,NV,750,3000,30/60,89107,Female,Associate,2014
4210,44,178,0,1,CA,750,3000,15/30,90275,Male,Advanced Degree,2017
4211,47,61,0,1,OR,750,3000,25/50,97070,Unkown,Advanced Degree,2019
4212,40,71,0,1,OR,750,3000,25/50,97013,Female,Bachelor,2017
4213,21,34,0,2,CA,750,3000,15/30,92404,Male,High School,2013
4214,49,93,0,1,CA,750,3000,25/50,95051,Male,Bachelor,2017
4215,42,44,1,3,OR,750,3000,25/50,97501,Female,Advanced Degree,2016
4216,44,76,1,1,CA,750,3000,25/50,95462,Male,Advanced Degree,2017
4217,60,223,0,1,CA,750,3000,25/50,94547,Male,High School,2014
4218,63,152,0,1,WA,750,3000,100/200,98115,Male,Bachelor,2015
4219,34,164,0,1,CA,750,3000,15/30,94121,Female,Bachelor,2017
4220,41,24,0,4,CA,750,2700,15/30,94559,Female,Below High School,2016
4221,29,58,0,1,AZ,750,3000,15/30,85323,Male,High School,2018
4222,21,38,1,2,CA,750,3000,15/30,95003,Male,Bachelor,2019
4223,50,135,0,1,AZ,750,2900,25/50,85021,Female,Advanced Degree,2016
4224,19,19,0,2,CA,750,2500,25/50,93312,Female,High School,2010
4225,36,116,1,1,CA,750,3000,15/30,92660,Male,Advanced Degree,2019
4226,24,4,0,5,CA,750,3000,15/30,94954,Male,Advanced Degree,2016
4227,55,136,0,1,AZ,750,3000,15/30,85035,Unkown,Below High School,2013
4228,18,4,0,1,OR,750,2700,25/50,97113,Unkown,High School,2014
4229,42,74,0,1,AZ,750,3000,30/60,85335,Unkown,High School,2017
4230,44,114,0,1,CA,750,3000,15/30,95747,Female,High School,2008
4231,48,114,0,1,CA,750,2650,30/60,90255,Male,High School,2017
